City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,quetta,30.199,67.0097,13.27,18,0,0.77,PK,1680577977
282,marsh harbour,26.5412,-77.0636,24.34,74,100,4.42,BS,1680577977
283,saint-joseph,-21.3667,55.6167,24.21,78,99,0.68,RE,1680577977
284,tsabong,-26.0217,22.401,16.36,29,0,4.32,BW,1680577977
285,wuwei,37.9281,102.6414,5.05,52,100,6.38,CN,1680577977
286,ternate,0.8,127.4,29.13,68,98,2.0,ID,1680577977
287,contamana,-7.3333,-75.0167,22.23,98,99,0.43,PE,1680577977
288,itacare,-14.2775,-38.9967,23.39,90,100,4.36,BR,1680577977
289,bethel,41.3712,-73.414,9.2,79,0,2.06,US,1680577769
290,dwarka,22.2394,68.9678,25.41,80,4,4.92,IN,1680577977
291,korla,41.7597,86.1469,1.62,15,0,5.07,CN,1680577977
292,musoma,-1.5,33.8,19.13,89,100,1.88,TZ,1680577977
293,goderich,43.7501,-81.7165,6.62,95,100,5.06,CA,1680577977
294,araouane,18.9048,-3.5265,22.74,9,0,1.62,ML,1680577978
295,peleduy,59.6289,112.7406,-2.57,93,100,6.41,RU,1680577978
296,ilulissat,69.2167,-51.1,-27.53,98,23,1.66,GL,1680577978
297,asau,46.4333,26.4,-0.49,97,100,2.82,RO,1680577978
298,melville,40.7934,-73.4151,10.42,84,0,5.14,US,1680577689
299,petropavlovsk-kamchatskiy,53.0452,158.6483,4.33,42,0,3.0,RU,1680577978
300,ponta delgada,37.7333,-25.6667,13.4,76,20,3.09,PT,1680577978
301,santa cruz,-17.8,-63.1667,23.7,94,75,2.06,BO,1680577978
302,shache,38.4167,77.2406,10.13,18,100,5.41,CN,1680577978
303,la ronge,55.1001,-105.2842,-10.42,95,96,2.71,CA,1680577978
304,buchanan,5.8808,-10.0467,24.91,87,86,2.46,LR,1680577978
305,callaway,30.153,-85.5699,23.33,96,40,4.63,US,1680577978
306,sinnamary,5.3833,-52.95,24.99,82,77,4.07,GF,1680577978
307,paratinga,-12.6906,-43.1842,25.26,57,100,0.82,BR,1680577978
308,alekseyevsk,57.8406,108.3492,-2.41,94,100,6.43,RU,1680577978
309,muriwai beach,-36.8167,174.45,20.53,50,1,3.79,NZ,1680577857
310,alta floresta,-9.8756,-56.0861,20.88,98,70,0.9,BR,1680577979
311,magadan,59.5667,150.8,-2.48,77,28,3.5,RU,1680577979
312,galesong,-5.3166,119.3661,29.01,74,95,3.7,ID,1680577979
313,vizinga,61.0749,50.1031,-1.05,94,100,2.87,RU,1680577979
314,narva-joesuu,59.4589,28.0408,-2.56,89,100,4.62,EE,1680577979
315,maridi,4.9158,29.4742,19.94,79,73,2.64,SS,1680577979
316,byron bay,-28.65,153.6167,23.73,72,80,6.23,AU,1680577959
317,upington,-28.4478,21.2561,13.4,48,2,1.61,ZA,1680577979
318,sao raimundo nonato,-9.0153,-42.6994,22.84,66,73,1.51,BR,1680577979
319,puerto montt,-41.4698,-72.9447,6.46,93,0,1.54,CL,1680577979
320,cassilandia,-19.1133,-51.7342,20.83,87,0,0.91,BR,1680577980
321,sarkand,45.41,79.9186,10.87,26,0,1.34,KZ,1680577980
322,vanimo,-2.6741,141.3028,28.09,76,100,1.64,PG,1680577980
323,severo-kurilsk,50.6789,156.125,1.19,82,47,4.96,RU,1680577980
324,clyde river,70.4692,-68.5914,-24.2,82,2,2.8,CA,1680577980
325,kitami,43.8031,143.8908,15.51,39,100,3.41,JP,1680577980
326,nassjo,57.6531,14.6968,-7.49,91,100,1.07,SE,1680577980
327,hervey bay,-25.2986,152.8535,26.2,60,10,2.84,AU,1680577980
328,leiyang,26.4024,112.8591,24.17,81,100,4.93,CN,1680577980
329,sur,22.5667,59.5289,23.53,58,75,1.25,OM,1680577812
330,bud,39.447,-86.1758,17.01,76,14,4.68,US,1680577980
331,wanaka,-44.7,169.15,18.39,50,19,1.34,NZ,1680577980
332,zhumadian,32.9794,114.0294,9.25,86,100,7.48,CN,1680577899
333,klyuchi,52.2667,79.1667,4.31,40,0,2.82,RU,1680577981
334,tucurui,-3.7661,-49.6725,22.03,98,96,0.43,BR,1680577981
335,labuhan,-6.8844,112.2051,28.51,70,100,2.51,ID,1680577981
336,north bend,43.4065,-124.2243,6.2,75,75,4.12,US,1680577981
337,portland,45.5234,-122.6762,7.27,84,59,3.13,US,1680577906
338,bushehr,28.9684,50.8385,18.05,63,0,3.09,IR,1680577981
339,feicheng,35.2606,117.9675,11.68,97,100,2.48,CN,1680577981
340,narovchat,53.8765,43.6946,6.45,72,94,3.03,RU,1680577981
341,abilene,32.4487,-99.7331,25.15,17,0,4.63,US,1680577769
342,chara,56.9064,118.2631,-5.79,64,80,4.26,RU,1680577981
343,bulls,-40.1667,175.3833,17.9,71,20,2.63,NZ,1680577982
344,takoradi,4.8845,-1.7554,26.26,84,84,2.2,GH,1680577982
345,lacarak,45.0022,19.5686,2.19,66,100,6.8,RS,1680577982
346,norman wells,65.282,-126.8329,-8.97,95,40,0.74,CA,1680577983
347,porto velho,-8.7619,-63.9039,24.03,94,40,0.0,BR,1680577983
348,carnarvon,-24.8667,113.6333,25.13,66,50,5.65,AU,1680577983
349,amot,59.5714,7.9877,-5.45,89,22,2.06,NO,1680577984
350,yulara,-25.2406,130.9889,29.34,34,100,3.28,AU,1680577984
351,ileza,61.0533,43.9002,-0.36,98,100,3.03,RU,1680577985
352,omsukchan,62.5333,155.8,-11.85,67,0,3.17,RU,1680577986
353,dickinson,29.4608,-95.0513,25.05,88,75,4.63,US,1680577873
354,sattahip,12.6664,100.9007,34.72,66,20,5.14,TH,1680577986
355,shu,43.5983,73.7614,9.57,29,100,4.87,KZ,1680577987
356,olinda,-8.0089,-34.8553,25.85,78,40,1.54,BR,1680577987
357,nizhniy kuranakh,58.8353,125.4869,-4.12,94,100,5.65,RU,1680577987
358,mayor pablo lagerenza,-19.9309,-60.7718,25.31,70,73,2.13,PY,1680577988
359,port-gentil,-0.7193,8.7815,27.11,78,100,3.41,GA,1680577988
360,okato,-39.2,173.8833,19.39,100,0,4.12,NZ,1680577989
361,drayton valley,53.2168,-114.9854,-1.8,86,57,2.86,CA,1680577989
362,jansath,29.3333,77.85,23.58,44,99,2.55,IN,1680577989
363,boguchany,58.3814,97.4531,0.46,94,100,2.98,RU,1680577989
364,srandakan,-7.9386,110.2506,28.51,69,85,1.92,ID,1680577989
365,pedernales,18.0384,-71.744,25.45,64,2,2.23,DO,1680577989
366,iqaluit,63.7506,-68.5145,-19.36,81,100,5.31,CA,1680577990
367,necochea,-38.5473,-58.7368,17.06,76,71,3.57,AR,1680577991
368,santarem,-2.4431,-54.7083,24.07,94,0,1.54,BR,1680577727
369,kirakira,-10.4544,161.9205,30.43,68,37,3.13,SB,1680577992
370,xuddur,4.1213,43.8894,24.15,79,46,5.21,SO,1680577992
371,ostrovnoy,68.0531,39.5131,-9.72,89,8,8.94,RU,1680577993
372,pisco,-13.7,-76.2167,24.03,83,20,3.09,PE,1680577993
373,san quintin,30.4833,-115.95,12.1,60,2,11.29,MX,1680577994
374,vila velha,-20.3297,-40.2925,24.97,78,20,2.57,BR,1680577812
375,quzhou,28.9594,118.8686,15.95,97,100,0.89,CN,1680577994
376,ouargaye,11.5033,0.0572,32.39,19,69,2.29,BF,1680577994
377,assiniboia,49.6334,-105.9845,-14.13,99,91,1.89,CA,1680577822
378,ormara,25.2088,64.6357,23.64,59,0,1.54,PK,1680577995
379,muros,42.7762,-9.0603,10.47,87,97,2.81,ES,1680577995
380,mackay,-21.15,149.2,26.68,75,21,4.43,AU,1680577996
381,coihaique,-45.5752,-72.0662,12.34,76,100,1.54,CL,1680577934
382,kolda,12.8833,-14.95,23.7,47,0,1.79,SN,1680577996
383,paranaiba,-19.6772,-51.1908,21.47,80,0,1.73,BR,1680577880
384,nelspruit,-25.4745,30.9703,18.45,83,9,0.6,ZA,1680577996
385,tilichiki,60.4667,166.1,-9.68,89,100,5.07,RU,1680577997
386,hay river,60.8156,-115.7999,-15.44,97,67,0.79,CA,1680577998
387,nicoya,10.1483,-85.452,25.96,71,9,4.49,CR,1680577999
388,mao,39.8885,4.2658,10.31,81,40,3.6,ES,1680578000
389,colesberg,-30.72,25.0972,10.12,82,13,2.43,ZA,1680578001
390,chumikan,54.7183,135.315,-1.46,56,5,10.06,RU,1680578001
391,srednekolymsk,67.45,153.6833,-8.59,66,9,2.67,RU,1680578001
392,naifaru,5.4444,73.3657,27.46,72,11,3.15,MV,1680578001
393,sangar,63.9242,127.4739,-5.3,81,99,2.12,RU,1680578002
394,wamba,8.9333,8.6,26.12,48,100,0.62,NG,1680578002
395,ust-kuyga,70.0167,135.6,-7.81,79,98,0.56,RU,1680578002
396,gravelbourg,49.8834,-106.5512,-13.12,99,93,2.22,CA,1680578003
397,grafenhainichen,51.7333,12.45,0.35,80,12,2.18,DE,1680578003
398,conde,-7.2597,-34.9075,24.7,88,20,2.06,BR,1680577940
399,peniche,39.3558,-9.3811,13.95,80,100,8.3,PT,1680577787
400,paso de patria,-27.2454,-58.5454,25.6,44,27,2.73,AR,1680578004
401,laguna,38.421,-121.4238,12.07,32,40,3.6,US,1680578004
402,izmit,40.7669,29.9169,13.99,58,0,2.06,TR,1680578004
403,hargeysa,9.56,44.065,20.49,78,15,1.29,SO,1680578004
404,santa cruz del sur,20.7147,-77.9956,24.16,71,47,5.76,CU,1680578004
405,vila franca do campo,37.7167,-25.4333,13.23,79,73,2.31,PT,1680578005
406,roma,43.2128,-75.4557,8.08,82,100,2.57,US,1680578006
407,outlook,51.5001,-107.0513,-11.54,94,100,2.23,CA,1680578006
408,kiunga,-6.1219,141.2906,29.98,62,99,1.97,PG,1680578006
409,lamu,-2.2717,40.902,25.12,79,68,3.39,KE,1680578007
410,katobu,-4.9408,122.5276,29.6,66,100,1.28,ID,1680578007
411,marabba,12.35,32.1833,26.28,15,32,3.49,SD,1680578007
412,shelbyville,35.4834,-86.4603,16.12,45,40,3.09,US,1680578007
413,bianzhuang,34.8486,118.0447,12.36,98,100,2.23,CN,1680578007
414,honningsvag,70.9821,25.9704,2.86,81,75,10.29,NO,1680578008
415,mustasaari,63.1142,21.6822,-15.03,92,0,0.51,FI,1680577975
416,oranjestad,12.524,-70.027,26.62,85,0,4.02,AW,1680578008
417,dunedin,-45.8742,170.5036,16.33,63,53,2.34,NZ,1680578009
418,oranjemund,-28.55,16.4333,14.6,85,0,3.96,NA,1680577978
419,barrow,71.2906,-156.7887,-15.99,72,75,6.17,US,1680577859
420,kashi,39.4547,75.9797,8.12,16,94,4.35,CN,1680578010
421,paamiut,61.994,-49.6678,0.44,77,100,0.87,GL,1680578010
422,rocha,-34.4833,-54.3333,16.34,91,100,0.36,UY,1680577854
423,tanout,14.9709,8.8879,22.8,7,15,3.74,NE,1680578011
424,fengcheng,40.4536,124.0717,16.3,38,100,0.99,CN,1680578011
425,walvis bay,-22.9575,14.5053,16.55,78,0,2.15,NA,1680577977
426,abalak,58.1286,68.5944,1.85,91,95,2.67,RU,1680578011
427,kamenka,51.3223,42.7678,7.65,91,80,3.17,RU,1680578012
428,joao neiva,-19.7575,-40.3856,20.61,82,68,1.36,BR,1680578012
429,lupiro,-8.3833,36.6667,21.93,96,100,0.65,TZ,1680578012
430,alofi,-19.0595,-169.9187,26.71,79,37,7.06,NU,1680578013
431,tessalit,20.1986,1.0114,24.14,7,0,2.2,ML,1680578013
432,constitucion,-35.3333,-72.4167,14.15,64,2,4.56,CL,1680578014
433,dubbo,-32.25,148.6167,25.07,41,40,3.09,AU,1680578014
434,road town,18.4167,-64.6167,25.05,78,4,8.21,VG,1680578014
435,koumac,-20.5667,164.2833,29.72,65,90,2.52,NC,1680578014
436,katoro,-3.0203,31.8958,16.56,95,100,0.56,TZ,1680578015
437,stanislav,46.5691,32.1478,5.8,92,100,3.14,UA,1680578015
438,washington,47.5001,-120.5015,6.22,59,11,2.76,US,1680577835
439,danielskuil,-28.1887,23.5395,10.15,74,1,3.77,ZA,1680578016
440,barybino,55.2677,37.8933,6.18,86,0,3.0,RU,1680578016
441,serebryanyy bor,56.8,124.8,-5.81,90,100,7.67,RU,1680578016
442,rawson,-43.3002,-65.1023,14.98,67,2,4.57,AR,1680578016
443,kungurtug,50.5994,97.5228,-8.43,72,23,0.61,RU,1680578017
444,mayumba,-3.432,10.6554,25.22,85,100,1.54,GA,1680578017
445,burnie,-41.0667,145.9167,19.14,57,100,3.58,AU,1680578017
446,galveston,29.3669,-94.9669,25.06,89,100,6.69,US,1680578017
447,saint-paul,-21.0096,55.2707,25.06,90,88,0.45,RE,1680578017
448,istisu,40.9457,48.0738,0.37,73,45,1.57,AZ,1680578018
449,fomboni,-12.28,43.7425,28.36,75,100,5.27,KM,1680578018
450,bambous virieux,-20.3428,57.7575,24.01,100,20,1.54,MU,1680578018
451,poronaysk,49.2167,143.1167,8.2,71,100,3.58,RU,1680578018
452,kahului,20.8947,-156.47,27.01,71,40,9.26,US,1680578018
453,northam,51.0333,-4.2167,3.12,90,40,3.43,GB,1680577912
454,turukhansk,65.8167,87.9833,-23.01,88,35,3.23,RU,1680578018
455,ulaangom,49.9811,92.0667,-11.5,73,82,2.46,MN,1680578018
456,lashio,22.9333,97.75,27.93,29,28,1.23,MM,1680578019
457,shenkursk,62.1091,42.896,-1.75,97,100,2.52,RU,1680578019
458,haukipudas,65.1765,25.3523,-10.05,98,70,2.47,FI,1680578019
459,kapchorwa,1.3965,34.4509,13.29,82,100,1.2,UG,1680578019
460,waitati,-45.75,170.5667,17.14,56,75,0.55,NZ,1680578019
461,concepcion del uruguay,-32.4825,-58.2372,17.77,92,95,3.38,AR,1680577843
462,port hedland,-20.3167,118.5667,33.03,62,43,5.14,AU,1680578019
463,lahan,26.7296,86.4951,28.29,34,4,3.73,NP,1680578019
464,tchibanga,-2.85,11.0333,21.64,96,100,0.47,GA,1680578019
465,lavrentiya,65.5833,-171.0,-16.29,88,68,3.07,RU,1680578019
466,high level,58.5169,-117.136,-5.3,95,99,0.24,CA,1680577801
467,lakes entrance,-37.8811,147.981,21.4,47,17,2.68,AU,1680578020
468,plettenberg bay,-34.0527,23.3716,15.15,81,84,2.44,ZA,1680578020
469,catuday,16.2923,119.8062,27.74,67,11,2.03,PH,1680578020
470,jieshi,22.8134,115.8257,23.22,82,98,5.52,CN,1680578020
471,abha,18.2164,42.5053,13.14,88,0,3.09,SA,1680578020
472,half moon bay,37.4636,-122.4286,10.03,73,20,11.32,US,1680578020
473,athens,37.9795,23.7162,13.71,86,75,3.58,GR,1680577907
474,mogadishu,2.0371,45.3438,27.65,77,19,4.97,SO,1680578020
475,moree,-29.4667,149.85,27.02,35,0,2.87,AU,1680578021
476,brandfort,-28.7001,26.4597,10.36,81,0,3.23,ZA,1680578021
477,chaiyaphum,15.75,102.0,34.99,34,7,4.85,TH,1680578021
478,kurilsk,45.2333,147.8833,4.5,55,67,1.93,RU,1680578021
479,azul,-36.777,-59.8585,14.4,88,77,1.29,AR,1680577956
480,luena,-11.7833,19.9167,16.27,97,100,1.39,AO,1680578021
481,san luis,-33.295,-66.3356,18.47,75,100,4.55,AR,1680577811
482,blagoyevo,63.3667,47.9167,-8.74,87,96,3.04,RU,1680578021
483,guerrero negro,27.9769,-114.0611,13.69,69,5,10.73,MX,1680577848
484,mahibadhoo,3.7833,72.9667,27.59,70,7,1.11,MV,1680578021
485,husavik,66.0449,-17.3389,2.43,97,96,5.13,IS,1680578021
486,batemans bay,-35.7167,150.1833,21.72,46,11,3.91,AU,1680578021
487,barraute,48.4335,-77.6328,-3.85,94,100,3.91,CA,1680578021
488,salalah,17.0151,54.0924,29.05,21,20,4.63,OM,1680578022
489,chapais,49.7834,-74.8492,-5.12,94,98,4.35,CA,1680578022
490,solenzo,12.1833,-4.0833,27.19,10,2,0.79,BF,1680578022
491,acarau,-2.8856,-40.12,23.79,89,92,0.84,BR,1680578022
492,mineros,-17.1167,-63.2333,23.73,90,100,1.46,BO,1680578022
493,fabriano,43.3406,12.9073,7.4,78,95,4.16,IT,1680578022
494,aquin,18.2833,-73.4,24.81,77,41,1.01,HT,1680578023
495,yerbogachen,61.2767,108.0108,-4.61,83,99,7.12,RU,1680578023
496,nuuk,64.1835,-51.7216,0.34,55,85,6.69,GL,1680578023
497,edinet,48.1681,27.305,2.25,89,100,4.08,MD,1680578023
498,dharchula,29.85,80.5333,18.63,44,37,0.98,IN,1680578023
499,osoyoos,49.0331,-119.4524,2.55,72,52,0.5,CA,1680578023
500,przasnysz,53.0191,20.8803,-2.01,80,27,3.56,PL,1680578023
501,whitley bay,55.0397,-1.4471,2.82,87,0,1.54,GB,1680578023
502,oistins,13.0667,-59.5333,26.05,73,40,6.69,BB,1680577757
503,kamaishi,39.2667,141.8833,13.89,50,0,3.27,JP,1680578023
504,impfondo,1.6381,18.0667,21.6,97,100,1.59,CG,1680578023
505,tazmalt,36.3868,4.3989,7.31,89,74,0.92,DZ,1680578023
506,cervo,43.6702,-7.4101,10.78,80,98,7.85,ES,1680578023
507,south venice,27.0531,-82.4243,24.43,94,0,1.54,US,1680578023
508,urumqi,43.801,87.6005,0.53,17,0,1.0,CN,1680578024
509,osakarovka,50.565,72.5692,2.64,45,12,4.35,KZ,1680578024
510,lisakovsk,52.5369,62.4936,1.59,79,43,2.8,KZ,1680578024
511,chhatapur,26.2167,87.0167,27.61,38,2,4.55,IN,1680578024
512,grindavik,63.8424,-22.4338,8.26,93,100,12.35,IS,1680578024
513,beloha,-25.1667,45.05,20.94,92,0,2.46,MG,1680578024
514,vrangel,42.7297,133.0839,7.52,75,100,3.06,RU,1680578024
515,luderitz,-26.6481,15.1594,17.27,61,0,6.32,NA,1680577977
516,ust-nera,64.5667,143.2,-11.81,89,100,2.94,RU,1680578024
517,san vicente,-26.6167,-54.1333,18.11,66,6,0.78,AR,1680578024
518,changli,39.7042,119.1506,10.18,37,100,10.43,CN,1680578024
519,usinsk,65.9939,57.5281,-17.1,96,9,1.57,RU,1680578024
520,bagan,54.1001,77.6646,3.12,58,7,3.64,RU,1680578025
521,hanna,51.6334,-111.9018,-5.05,90,100,2.35,CA,1680578025
522,svetlyy,54.675,20.1347,1.03,65,10,4.67,RU,1680578025
523,lazaro cardenas,17.9583,-102.2,24.65,77,0,2.68,MX,1680578025
524,chimore,-16.9833,-65.1333,22.18,98,100,0.48,BO,1680578025
525,vestmannaeyjar,63.4427,-20.2734,7.83,90,100,11.75,IS,1680578025
526,pietarsaari,63.65,22.6833,-10.62,81,77,2.2,FI,1680578025
527,aykhal,66.0,111.5,-19.27,96,100,7.7,RU,1680578025
528,saint-augustin,51.226,-58.6502,-2.13,83,71,1.81,CA,1680578025
529,narkevychi,49.5172,26.6418,-1.02,91,100,4.67,UA,1680578025
530,isiro,2.7739,27.616,18.74,98,99,1.92,CD,1680578025
531,clinton,42.587,-82.9199,9.56,90,100,3.6,US,1680577963
532,bilibino,68.0546,166.4372,-17.02,66,100,1.26,RU,1680577841
533,villazon,-22.0866,-65.5942,10.69,68,99,1.83,BO,1680578026
534,lander,42.833,-108.7307,-3.55,89,100,2.57,US,1680578026
535,skibbereen,51.55,-9.2667,9.5,92,100,5.45,IE,1680578026
536,baykit,61.67,96.37,-5.22,84,100,4.95,RU,1680578026
537,havre-saint-pierre,50.2334,-63.5986,-2.53,77,100,2.45,CA,1680578026
538,otradnoye,59.7775,30.8181,-1.69,97,100,3.04,RU,1680578026
539,aktash,50.3,87.7333,-9.69,53,13,1.86,RU,1680578026
540,ranot,7.7777,100.3213,29.15,64,32,1.29,TH,1680578026
541,el alto,-4.2714,-81.2147,25.81,80,100,2.78,PE,1680578026
542,saint-francois,46.4154,3.9054,2.04,80,0,2.57,FR,1680578026
543,yashkul,46.1711,45.3435,10.81,73,59,1.41,RU,1680578027
544,yemelyanovo,56.1681,92.6767,0.6,69,40,7.0,RU,1680578027
545,kanganpur,30.7663,74.1231,19.61,66,2,1.57,PK,1680578027
546,hauterive,46.0901,3.4459,2.42,96,7,1.79,FR,1680578027
547,minas,-34.3759,-55.2377,15.65,87,98,0.89,UY,1680578027
548,bure,10.7,37.0667,15.36,54,71,1.3,ET,1680578027
549,tautira,-17.7333,-149.15,27.51,74,65,1.35,PF,1680578027
550,collie,-33.3667,116.15,21.61,39,15,3.2,AU,1680578027
551,kendari,-3.945,122.4989,30.42,63,100,1.43,ID,1680578027
552,lagoa,39.05,-27.9833,14.55,69,100,4.73,PT,1680578028
553,bandarbeyla,9.4942,50.8122,27.55,70,100,4.34,SO,1680578028
554,zhuanghe,39.7008,122.9911,14.04,44,100,5.19,CN,1680578028
555,iquitos,-3.7481,-73.2472,24.02,94,75,0.0,PE,1680578028
556,xining,36.6167,101.7667,4.45,59,100,2.03,CN,1680577961
557,nhulunbuy,-12.2333,136.7667,32.34,66,40,6.17,AU,1680577989
558,krasnoselkup,65.7,82.4667,-19.97,85,84,6.57,RU,1680578028
559,lichinga,-13.3128,35.2406,14.1,98,20,1.75,MZ,1680578028
560,sao felix do xingu,-6.6447,-51.995,22.36,95,99,0.47,BR,1680578028
